2023-03-20 08:28:51 | user1 | confidential_report_1.docx | edited
2023-03-16 23:22:31 | user4 | confidential_financials.xlsx | deleted
2023-03-02 23:38:56 | user2 | employee_data.xlsx | edited
2023-03-04 20:50:49 | user2 | team_meeting_notes.txt | viewed
2023-03-16 07:26:27 | user2 | confidential_report_1.docx | edited
2023-03-02 15:19:17 | user3 | public_announcement.pdf | edited
2023-03-15 02:21:03 | user1 | team_meeting_notes.txt | viewed
2023-03-10 08:40:03 | user2 | public_announcement.pdf | viewed
2023-03-07 18:27:43 | user3 | employee_data.xlsx | edited
2023-03-31 03:18:44 | user1 | confidential_financials.xlsx | deleted
2023-03-29 11:13:56 | user4 | team_meeting_notes.txt | deleted
2023-03-02 01:01:40 | user1 | confidential_report_1.docx | edited
2023-03-02 05:14:23 | user3 | employee_data.xlsx | deleted
2023-03-21 00:01:35 | user4 | confidential_financials.xlsx | deleted
2023-03-25 11:21:35 | user2 | public_announcement.pdf | edited
2023-03-08 05:47:00 | user1 | public_announcement.pdf | viewed
2023-03-30 17:23:21 | user1 | public_announcement.pdf | viewed
2023-03-25 17:27:40 | user1 | public_announcement.pdf | edited
2023-03-30 00:21:55 | user3 | public_announcement.pdf | edited
2023-03-25 19:16:26 | user3 | team_meeting_notes.txt | viewed
2023-03-09 14:18:39 | user2 | confidential_financials.xlsx | edited
2023-03-07 22:49:21 | user4 | confidential_report_1.docx | viewed
2023-03-07 15:27:41 | user4 | confidential_financials.xlsx | deleted
2023-03-05 18:08:32 | user2 | employee_data.xlsx | viewed
2023-03-02 23:13:59 | user4 | confidential_report_1.docx | edited
2023-03-16 12:03:24 | user1 | public_announcement.pdf | viewed
2023-03-28 11:32:40 | user4 | employee_data.xlsx | deleted
2023-03-15 05:01:19 | user1 | confidential_financials.xlsx | edited
2023-03-01 15:46:22 | user2 | confidential_financials.xlsx | edited
2023-03-15 01:09:48 | user1 | public_announcement.pdf | viewed
2023-03-20 06:16:37 | user2 | confidential_financials.xlsx | edited
2023-03-10 22:53:48 | user4 | employee_data.xlsx | edited
2023-03-11 15:59:25 | user2 | public_announcement.pdf | edited
2023-03-26 05:10:55 | user3 | team_meeting_notes.txt | deleted
2023-03-27 07:48:29 | user1 | employee_data.xlsx | edited
2023-03-17 13:47:56 | user2 | confidential_financials.xlsx | deleted
2023-03-25 13:14:55 | user2 | team_meeting_notes.txt | edited
2023-03-12 20:25:09 | user3 | confidential_report_1.docx | deleted
2023-03-24 05:36:48 | user4 | confidential_report_1.docx | edited
2023-03-21 21:39:00 | user4 | confidential_financials.xlsx | viewed
2023-03-07 01:43:09 | user2 | employee_data.xlsx | deleted
2023-03-07 07:34:39 | user2 | employee_data.xlsx | viewed
2023-03-29 09:32:37 | user3 | team_meeting_notes.txt | deleted
2023-03-22 01:29:24 | user2 | employee_data.xlsx | deleted
2023-03-06 19:25:34 | user3 | public_announcement.pdf | viewed
2023-03-08 10:50:34 | user4 | confidential_report_1.docx | viewed
2023-03-03 22:36:18 | user1 | employee_data.xlsx | viewed
2023-03-07 07:44:17 | user1 | confidential_financials.xlsx | deleted
2023-03-06 10:36:38 | user3 | public_announcement.pdf | viewed
2023-03-26 16:55:34 | user2 | public_announcement.pdf | edited
2023-03-17 06:48:14 | user2 | team_meeting_notes.txt | edited
2023-03-30 01:59:53 | user4 | employee_data.xlsx | edited
2023-03-26 21:34:09 | user3 | confidential_report_1.docx | edited
2023-03-07 03:49:43 | user1 | team_meeting_notes.txt | deleted
2023-03-02 11:54:46 | user3 | confidential_financials.xlsx | viewed
2023-03-15 11:36:57 | user2 | team_meeting_notes.txt | viewed
2023-03-23 01:34:05 | user3 | employee_data.xlsx | deleted
2023-03-02 20:59:03 | user4 | public_announcement.pdf | viewed
2023-03-11 06:31:59 | user1 | team_meeting_notes.txt | deleted
2023-03-30 02:49:58 | user1 | public_announcement.pdf | deleted
2023-03-24 00:11:26 | user4 | employee_data.xlsx | deleted
2023-03-11 17:54:56 | user2 | team_meeting_notes.txt | viewed
2023-03-29 16:20:11 | user4 | public_announcement.pdf | edited
2023-03-22 20:05:46 | user1 | confidential_report_1.docx | edited
2023-03-11 15:09:36 | user3 | team_meeting_notes.txt | viewed
2023-03-06 20:12:31 | user4 | confidential_report_1.docx | edited
2023-03-13 13:55:11 | user1 | employee_data.xlsx | edited
2023-03-23 02:25:53 | user3 | team_meeting_notes.txt | edited
2023-03-30 03:57:21 | user4 | public_announcement.pdf | viewed
2023-03-25 01:39:36 | user4 | team_meeting_notes.txt | deleted
2023-03-09 11:40:29 | user4 | confidential_financials.xlsx | edited
2023-03-22 07:08:25 | user4 | confidential_report_1.docx | deleted
2023-03-29 21:04:46 | user4 | employee_data.xlsx | deleted
2023-03-23 12:12:50 | user1 | confidential_report_1.docx | deleted
2023-03-29 15:14:03 | user2 | confidential_report_1.docx | edited
2023-03-19 16:54:19 | user2 | employee_data.xlsx | edited
2023-03-21 12:41:25 | user1 | confidential_report_1.docx | viewed
2023-03-12 05:43:47 | user1 | team_meeting_notes.txt | edited
2023-03-05 09:27:46 | user2 | employee_data.xlsx | edited
2023-03-27 23:10:07 | user3 | confidential_report_1.docx | edited
2023-03-08 05:37:07 | user4 | confidential_report_1.docx | edited
2023-03-04 20:23:12 | user3 | confidential_financials.xlsx | deleted
2023-03-27 15:39:44 | user3 | public_announcement.pdf | edited
2023-03-21 12:03:38 | user1 | employee_data.xlsx | deleted
2023-03-10 13:35:10 | user3 | team_meeting_notes.txt | deleted
2023-03-25 12:17:26 | user4 | employee_data.xlsx | edited
2023-03-30 15:26:29 | user4 | public_announcement.pdf | viewed
2023-03-26 06:16:35 | user1 | team_meeting_notes.txt | edited
2023-03-30 19:19:18 | user1 | team_meeting_notes.txt | edited
2023-03-24 04:14:43 | user4 | employee_data.xlsx | viewed
2023-03-11 00:25:37 | user3 | team_meeting_notes.txt | edited
2023-03-23 20:59:11 | user1 | team_meeting_notes.txt | deleted
2023-03-19 05:26:15 | user1 | confidential_report_1.docx | viewed
2023-03-24 22:40:50 | user1 | confidential_financials.xlsx | deleted
2023-03-13 09:36:31 | user2 | employee_data.xlsx | edited
2023-03-11 12:25:24 | user3 | public_announcement.pdf | viewed
2023-03-07 08:33:36 | user2 | confidential_financials.xlsx | viewed
2023-03-01 11:27:51 | user2 | team_meeting_notes.txt | deleted
2023-03-15 05:49:42 | user1 | team_meeting_notes.txt | viewed
2023-03-12 09:47:43 | user4 | team_meeting_notes.txt | deleted
2023-03-13 22:21:09 | user3 | confidential_report_1.docx | deleted
2023-03-26 01:53:55 | user2 | public_announcement.pdf | edited
2023-03-25 09:33:11 | user4 | confidential_report_1.docx | deleted
2023-03-25 04:30:44 | user4 | team_meeting_notes.txt | deleted
2023-03-07 05:37:22 | user2 | employee_data.xlsx | edited
2023-03-01 18:35:46 | user3 | confidential_financials.xlsx | viewed
2023-03-04 01:52:39 | user4 | confidential_report_1.docx | deleted
2023-03-14 04:16:50 | user1 | employee_data.xlsx | deleted
2023-03-16 12:40:43 | user3 | employee_data.xlsx | edited
2023-03-16 22:25:52 | user3 | team_meeting_notes.txt | deleted
2023-03-19 00:08:17 | user2 | public_announcement.pdf | viewed
2023-03-01 20:50:25 | user4 | confidential_financials.xlsx | edited
2023-03-11 05:17:40 | user4 | team_meeting_notes.txt | deleted
2023-03-27 15:20:00 | user4 | public_announcement.pdf | deleted
2023-03-11 20:33:27 | user2 | confidential_financials.xlsx | edited
2023-03-27 08:46:11 | user2 | public_announcement.pdf | deleted
2023-03-26 15:45:05 | user3 | confidential_report_1.docx | viewed
2023-03-26 09:13:11 | user3 | team_meeting_notes.txt | edited
2023-03-03 17:57:04 | user4 | public_announcement.pdf | viewed
2023-03-01 14:04:57 | user2 | public_announcement.pdf | edited
2023-03-05 01:01:26 | user3 | team_meeting_notes.txt | deleted
2023-03-23 17:09:41 | user2 | team_meeting_notes.txt | viewed
2023-03-25 13:25:09 | user4 | employee_data.xlsx | edited
2023-03-11 12:19:52 | user3 | confidential_report_1.docx | edited
2023-03-15 13:40:35 | user2 | employee_data.xlsx | deleted
2023-03-23 03:25:24 | user4 | employee_data.xlsx | edited
2023-03-09 10:22:44 | user2 | confidential_financials.xlsx | edited
2023-03-17 03:23:51 | user4 | confidential_financials.xlsx | deleted
2023-03-03 23:46:41 | user4 | employee_data.xlsx | viewed
2023-03-14 13:45:22 | user1 | employee_data.xlsx | edited
2023-03-05 16:47:29 | user1 | confidential_report_1.docx | edited
2023-03-31 14:35:29 | user4 | confidential_report_1.docx | viewed
2023-03-20 15:58:46 | user4 | confidential_financials.xlsx | viewed
2023-03-06 16:59:57 | user3 | confidential_financials.xlsx | deleted
2023-03-07 18:37:24 | user1 | employee_data.xlsx | edited
2023-03-22 13:13:48 | user4 | employee_data.xlsx | viewed
2023-03-25 07:36:07 | user3 | confidential_report_1.docx | viewed
2023-03-28 02:49:42 | user3 | confidential_report_1.docx | viewed
2023-03-26 02:32:12 | user2 | confidential_report_1.docx | deleted
2023-03-09 10:54:54 | user1 | confidential_report_1.docx | viewed
2023-03-28 18:10:35 | user2 | team_meeting_notes.txt | edited
2023-03-14 07:42:41 | user4 | public_announcement.pdf | edited
2023-03-03 01:58:56 | user4 | employee_data.xlsx | deleted
2023-03-26 13:03:07 | user1 | confidential_financials.xlsx | deleted
2023-03-24 23:11:43 | user4 | confidential_report_1.docx | deleted
